,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,y_test,y_pred
20,1.379623161,1.512417319,1.552875461,1.451585168,0.448802777,0.611554209,1.403474494,1.554281064,0.843272723,-1.849142061,-0.479081141,-0.624533218,-1.521870808,-1.194080391,-0.646286096,-3.029938136,2,2
21,0.741216852,0.897409486,0.874650333,0.937272331,0.134649822,0.378069237,0.774129696,0.938028227,0.860252257,-2.92290766,-0.284967983,-0.305452075,-1.135181349,-0.844787842,-0.339495544,-2.073425862,2,2
22,0.032797287,0.275009519,0.679155318,-0.428697457,1.963223185,1.351691127,0.025418295,0.154992641,-3.106647754,0.732144887,-1.028596582,-1.729673815,0.391308867,-1.206068248,-1.648307231,-0.410048993,4,4
23,-0.801325572,-1.022977379,-1.030001435,-0.880861053,-0.639276165,-0.41531541,-0.800844453,-0.998586104,0.23905521,0.084169084,0.748452202,0.594047053,1.137600755,1.097986755,0.567523801,0.571746946,3,3
24,2.923597907,2.556084934,2.129412843,3.369934559,-0.65947844,-0.441734048,2.901065229,2.827014764,1.506937195,0.665829391,0.212815875,0.590981807,-2.608143806,-1.045493398,0.564327226,-0.329858165,1,1
25,-0.588864498,-0.779676296,-0.933159637,-0.276188253,-1.289793213,-1.504141553,-0.59314522,-0.669565876,0.529156475,0.815626998,1.277717903,1.439286804,0.131963826,1.4544069,1.476563177,0.928093726,5,5
26,0.610091197,0.800919734,0.9705204,0.53333654,0.807954517,0.836130677,0.621109369,0.802204617,0.874123889,-1.169792122,-0.469601692,-0.886182903,-0.778634889,-1.06499821,-0.8920119,-1.200333697,2,2
27,-1.021664416,-1.386689983,-1.290317595,-1.373864954,-0.370995029,-0.09632462,-1.02281797,-1.379005211,-0.461894487,0.688105865,0.976835366,0.296269596,2.227704573,1.330139666,0.260363716,0.78937436,3,3
28,-0.377460614,-0.564198383,-0.779945367,0.197248289,-1.554842646,-2.156864522,-0.385949785,-0.369588343,0.472831659,1.251459264,1.761892666,1.82846155,-0.469524643,1.45488185,1.913594498,0.989641756,5,5
29,1.379316235,1.425639076,1.48871257,1.448079063,0.369491353,0.556224422,1.366562874,1.554000438,-0.808411717,0.573476646,-0.022101262,-0.473629467,-1.573594421,-1.131377002,-0.502171289,-0.156135457,2,2
30,0.083167272,0.280114946,0.455864266,-0.09971431,0.944108843,0.911528317,0.079761335,0.215178083,-1.949656497,0.251642726,-0.688963188,-0.970719994,-0.079722476,-0.870614684,-0.970278232,-0.151743406,4,4
31,-0.572119973,-0.610291887,-0.9017311,-0.259990537,-1.252106187,-1.424033885,-0.572052866,-0.644902065,0.629823174,0.048601787,-0.082897242,1.376978273,0.117232765,1.369335577,1.407674837,0.619182103,5,5
32,-0.485055267,-0.623251456,-0.826930262,-0.081280503,-1.330314203,-1.593395067,-0.489665055,-0.519268849,0.213274722,0.765810337,1.064407078,1.491564676,-0.126749986,1.326509576,1.534592071,0.771422765,5,5
33,-0.792117789,-1.009826474,-0.93580485,-0.970587636,-0.2859807,-0.006202559,-0.794899633,-0.983645222,1.089172719,0.762871412,0.752373993,0.197758704,1.314584486,0.742706152,0.160250691,0.570731898,3,3
34,-0.02217659,0.231109389,0.451408766,-0.354148348,1.387861792,1.127012103,-0.024860772,0.088359152,-1.546111216,0.20957014,-1.159151792,-1.296865901,0.252164352,-0.976404205,-1.267078666,0.617378286,4,4
35,3.491820446,3.149224369,2.937956685,3.316120674,0.179523752,0.413882247,3.507638346,3.241367769,-1.923383777,-0.991431627,-0.65479589,-0.356131857,-2.557156037,-1.485170661,-0.38874651,-2.344375572,1,1
36,-0.304787331,-0.301152274,-0.220831619,-0.334299869,0.103405707,0.352605007,-0.306080966,-0.271652869,0.73541032,0.144815519,0.221999865,-0.212207083,0.234974864,-0.17110654,-0.248363147,0.173808174,6,6
37,-0.946092387,-1.240578663,-1.161651509,-1.247165511,-0.300932912,-0.021709896,-0.944762825,-1.243148493,0.488172246,-0.028082344,0.70512647,0.224194425,1.909330674,1.076357257,0.18704306,0.930311853,3,3
38,-0.45299854,-0.553861529,-0.772236624,-0.051865778,-1.26894601,-1.459493138,-0.45523884,-0.474056803,0.000546295,0.363050415,0.801270505,1.395554108,-0.156817628,1.194213514,1.428181024,0.464884549,5,5
39,0.146905594,0.553297239,0.850808084,-0.293557388,2.009211088,1.367488394,0.152140353,0.290200157,1.435458063,-0.708380954,-1.903463853,-1.820141046,0.25637462,-1.294553165,-1.726171978,-2.831794278,4,4
40,0.010187063,0.020531566,-0.00800721,0.242309657,-0.343069887,-0.0661927,0.002142815,0.127708981,1.161565519,0.825638139,0.567783162,0.258717869,-0.510080274,-0.133573791,0.222113207,0.545742533,6,6
41,-0.642542464,-0.90602859,-1.088425953,-0.224068394,-1.632979892,-2.386267303,-0.649805732,-0.749793251,0.500496201,1.424833716,1.850571091,1.944722884,0.060961992,2.036325631,2.046413036,0.867044288,5,5
42,-0.259873811,-0.402178109,-0.637962622,0.353195363,-1.485091208,-1.967930833,-0.267254913,-0.212306576,0.721280705,0.964918189,1.542368463,1.718750712,-0.638112661,1.19508957,1.789213072,0.840527083,5,5
43,0.0388335,0.354292959,0.392607951,-0.149187783,0.915499615,0.896084578,0.046880101,0.16224815,0.395252727,-1.041513512,-1.478806257,-0.930466975,-0.030716166,-0.826110416,-0.933079662,0.488999718,0,4
44,0.321137316,0.710580761,1.08076084,-0.195011589,2.229038599,1.439222252,0.321080706,0.489253918,-0.927721589,-0.165294461,-1.680851156,-1.889587925,0.039138461,-1.388994249,-1.785517374,0.168775993,4,4
45,-0.385679413,-0.484014261,-0.571750687,-0.114463123,-0.842093248,-0.698417243,-0.391189287,-0.380819065,0.463273766,0.812849225,0.928961491,0.815632517,-0.059696886,0.634038403,0.80051847,-0.180056869,6,6
46,0.440804396,0.772779223,0.633869115,0.516842757,0.313124769,0.515483314,0.442596849,0.621285439,0.334300245,-0.356638282,-1.306976335,-0.419209471,-0.787046559,-0.771083417,-0.449769721,-0.07453909,0,0
47,-0.960381503,-1.295146988,-1.296719447,-1.107045034,-0.861421929,-0.727626224,-0.959540908,-1.268365783,-0.037413093,0.102079658,1.068849286,0.838622915,1.627137239,1.693603496,0.824908931,-0.211359822,3,3
48,-0.290771039,-0.328121431,-0.277222894,-0.230031052,-0.157994976,0.120909284,-0.297953021,-0.253038537,0.823780974,0.966631847,0.582947222,0.055876508,0.082864427,-0.009954367,0.017373109,0.336484681,6,6
49,-0.5924112,-0.772620167,-0.982225465,-0.212225539,-1.454776312,-1.889994833,-0.592742181,-0.674811657,0.381064051,0.127136694,1.161704703,1.674556592,0.044831055,1.676953415,1.73937096,0.862492834,5,5
50,-0.105796903,-0.086943719,-0.121695526,0.072693693,-0.309767737,-0.030940309,-0.110372132,-0.014993739,0.636346345,0.480560192,0.392517253,0.232737478,-0.321500355,-0.058313613,0.195712847,0.896029717,6,6
51,0.831077997,1.221277366,0.521817242,1.522915082,-0.955458427,-0.875950482,0.852923746,1.029101371,0.325837544,-1.971150135,-1.571349515,0.982664347,-1.640834586,-0.20474739,0.978647748,0.632754472,0,0
52,-0.391613318,-0.39783803,-0.314596803,-0.47705198,0.154799164,0.394259337,-0.395320433,-0.38894772,1.187024277,0.546572482,0.127699701,-0.246439833,0.434424881,-0.111798284,-0.281898027,0.738264007,6,6
53,0.856109526,1.101911199,0.691862339,1.344602392,-0.563896168,-0.319894429,0.852722226,1.054193442,1.359876827,0.034519797,-0.819969288,0.51057792,-1.514778338,-0.478707595,0.480736491,0.710173157,0,0
54,0.111506783,0.797746343,0.751682562,-0.325474867,1.89015335,1.325993404,0.12782369,0.248688173,-1.908277989,-1.922284719,-3.381835327,-1.677560759,0.234635312,-1.217801008,-1.603167899,-0.295787879,4,4
55,0.161297018,0.384020165,0.698736131,-0.151359644,1.463235594,1.159603241,0.158185932,0.306969404,-2.536662143,0.190301042,-0.794957503,-1.395781129,0.012046998,-1.112911037,-1.35547635,-1.072636713,4,4
56,-0.41586048,-0.350349168,-0.257577066,-0.580602129,0.440993803,0.606206789,-0.406538341,-0.422341238,-1.714875577,-1.412831275,-0.502463462,-0.562296781,0.649286835,-0.290760221,-0.58706188,-1.013713104,6,6
57,-0.768552684,-0.964712988,-0.890947118,-0.932405866,-0.254461253,0.026023812,-0.771321874,-0.94571286,0.948382551,0.731732244,0.642819796,0.139475536,1.2647191,0.654076904,0.101371198,-0.284707782,3,3
58,4.053665742,3.455227925,3.248878596,3.693427234,0.168839378,0.405435109,4.060775259,3.629747972,1.349661457,-0.630459539,-0.417039363,-0.295027921,-2.732351578,-1.534300231,-0.329340786,-0.521146787,1,1
59,0.182031582,0.459252865,0.933608742,-0.351201897,2.280613084,1.455196054,0.169974812,0.331022528,-0.91532535,1.143051227,-1.119022252,-1.919869416,0.256934925,-1.35041594,-1.81127805,0.275731375,4,4
60,3.614897816,3.060644761,2.845876949,3.565793722,-0.112976825,0.163352855,3.602956978,3.328142819,0.970166466,0.101989748,0.033263343,-0.032254469,-2.675154352,-1.392055407,-0.070596311,-1.124427506,1,1
61,-0.395773872,-0.468254642,-0.351484706,-0.446538724,0.034957693,0.295242445,-0.401936983,-0.394657275,-0.037755054,0.921153834,0.680042251,-0.126736741,0.385213776,-0.028695567,-0.164241625,0.816186322,3,6
62,-0.302741157,-0.135771938,0.271484252,-0.851667458,2.07178219,1.388530579,-0.306786284,-0.268930058,0.433422813,0.533001628,-1.009797436,-1.770830788,1.073490143,-1.049291315,-1.683808916,0.850655803,4,4
63,-0.258987135,-0.362622724,-0.491026487,0.13485833,-1.007582466,-0.962907347,-0.265340479,-0.211143692,0.819443501,0.822121343,1.199871365,1.058026992,-0.395492551,0.668256576,1.059720182,0.905577852,5,5
64,-0.509643458,-0.617824024,-0.678211056,-0.366012258,-0.701653879,-0.498094213,-0.512302391,-0.554319588,1.414061703,0.469075511,0.722506593,0.660356949,0.277468513,0.674875659,0.636851821,0.322280885,6,3
65,-0.157292284,-0.113002858,-0.045230159,-0.148113252,0.136113486,0.379251366,-0.16034892,-0.079907101,0.945066681,0.315008782,0.134043948,-0.237432343,-0.030180684,-0.310181119,-0.273082906,0.411461481,6,6
66,-0.376505732,-0.547258076,-0.837679124,0.297799359,-1.749813187,-2.771064684,-0.383128515,-0.368285621,0.712039144,0.970776297,1.61147471,2.128101132,-0.577499524,1.722182694,2.258020704,0.806956992,5,5
67,-0.759617724,-0.992494159,-1.014633555,-0.749329948,-0.810380562,-0.651387189,-0.761481015,-0.931442864,0.343437659,0.536913042,1.061850797,0.793589645,0.899073,1.192830623,0.777171432,0.382720424,3,3
68,-0.06685139,0.33248523,0.661984254,-0.638872732,2.385326517,1.486691075,-0.067482106,0.033450425,-3.294520261,-0.022911545,-2.107580018,-1.995073257,0.720977525,-1.278002101,-1.874949319,-0.112556427,4,4
69,4.191816594,3.331311675,3.123580001,3.99748596,-0.180860796,0.098913038,4.141215049,3.72235793,1.179784547,1.422235119,0.416900638,0.087415874,-2.857507082,-1.425738213,0.048999874,0.606145428,1,1
70,-0.931769169,-1.217879585,-1.234257638,-1.094360237,-0.740364604,-0.551312691,-0.931496137,-1.218079674,-0.49591062,0.220263439,0.705508322,0.719001526,1.568748478,1.502445598,0.69844754,0.732883246,3,3
71,-0.0305318,0.25430781,0.483329541,-0.394020488,1.523789175,1.185037536,-0.024155455,0.078142597,0.17009579,-0.86538811,-1.368920209,-1.412208002,0.327183184,-1.02797901,-1.370083677,0.021189846,4,4
72,-0.372618002,-0.392195927,-0.376562769,-0.334416518,-0.185356012,0.094553331,-0.374765463,-0.36298616,0.322776968,0.301369691,0.279047616,0.074569259,0.239971509,0.083399201,0.036108404,-0.007905973,6,6
73,-0.577678746,-0.767052733,-0.971204023,-0.174941653,-1.477889889,-1.949198156,-0.581289167,-0.653071232,0.444682402,0.687309549,1.298140802,1.704204567,-0.002135283,1.677193407,1.772791366,0.72068252,5,5
74,0.254670762,0.535778254,0.837490043,-0.065873729,1.553063204,1.197101943,0.25481444,0.414314786,0.224612441,-0.175391436,-1.095479138,-1.484019429,-0.077587642,-1.192559881,-1.433697073,-1.974667128,4,4
75,-0.131305873,-0.108326774,-0.001147565,-0.130077765,0.187014263,0.419774937,-0.135360526,-0.047024973,1.095298148,0.429222569,0.330783838,-0.289093666,-0.051770164,-0.361089652,-0.323556147,0.319888698,6,6
76,-0.347688781,-0.36922151,-0.47701827,-0.11368167,-0.676169238,-0.463840741,-0.34850078,-0.329173606,-0.468917327,0.093453219,0.346176233,0.592493007,-0.041472783,0.422278107,0.565903093,-0.938787377,6,6
77,-0.140956994,0.182948515,-0.117331967,-0.011449436,-0.187689921,0.092285139,-0.125654013,-0.059207174,-0.836851758,-2.010820253,-1.764648747,0.080103668,-0.19884938,-0.126540176,0.041660582,0.100232562,0,0
78,-0.666857833,-0.824369774,-0.848351596,-0.660007867,-0.606203488,-0.372848349,-0.667606604,-0.78674204,-0.230803872,0.245296442,0.682611336,0.562268865,0.730661407,0.830303266,0.534419136,0.803135219,3,3
79,-0.072989912,0.100407683,0.398805761,-0.408558319,1.392354158,1.128984301,-0.073124646,0.025850955,-1.380076451,-0.081881875,-0.691272719,-1.317638485,0.351359642,-0.959049253,-1.285704953,-0.06474956,4,4
80,-0.202376319,-0.232831034,-0.262141236,-0.006545777,-0.443559322,-0.177163215,-0.202802321,-0.137574278,0.335606521,-0.010465749,0.662899419,0.37130308,-0.217512329,0.117741566,0.337118469,0.610082631,6,6
81,-1.082231168,-1.484346423,-1.47250954,-1.382953715,-0.805174022,-0.643769751,-1.080855531,-1.492668704,0.251656564,0.045203226,0.920457786,0.801472137,2.248809991,2.022288611,0.785515982,0.856608443,3,3
82,-0.67787307,-0.937762499,-1.142339044,-0.264835984,-1.68528015,-2.551750124,-0.683123591,-0.803609785,0.825198141,1.102806242,1.684899673,2.022380089,0.12113185,2.190939279,2.135709031,0.730602366,5,5
83,0.475282429,0.718028896,0.232771,1.087006538,-0.928883379,-0.832952249,0.482598431,0.658670459,-0.406832513,-0.869050822,-0.784791267,0.953758182,-1.317894023,-0.021807962,0.947667496,0.793334924,0,0
84,-0.193611874,0.001542555,0.39533884,-0.698073584,1.980401656,1.357625536,-0.199040627,-0.126300894,-2.666010915,0.646376826,-1.010444705,-1.719988312,0.806517149,-1.087997172,-1.639933628,0.449501492,4,4
85,-0.621398665,-0.682761869,-0.709611735,-0.68309439,-0.290084006,-0.010443981,-0.620048047,-0.717975701,-0.647827708,-0.158336617,-0.0437357,0.196565128,0.782613751,0.471350616,0.159042286,0.376447145,3,3
86,0.08725962,0.201666855,-0.101785536,0.588171427,-0.898630964,-0.785055842,0.089199156,0.220032512,0.137998021,-0.348159905,-0.129442437,0.884129504,-0.853967562,0.210136844,0.873306692,-0.241876525,0,0
87,-0.942102348,-1.236835929,-1.151855567,-1.244538062,-0.282613521,-0.002730041,-0.94140417,-1.236144267,0.28887845,0.124472435,0.734270673,0.204541314,1.903036107,1.049619117,0.167119675,0.931883665,3,3
88,-0.341959494,-0.343993052,-0.281062833,-0.353559201,0.021443151,0.283652806,-0.342925413,-0.321443581,0.997240253,0.113464128,0.197197345,-0.151213045,0.282000602,-0.097452463,-0.188389097,-0.532448811,6,6
89,0.593278467,0.667576647,0.688116687,0.816151754,0.012844398,0.276232382,0.594979032,0.784525882,0.407249778,-0.357018094,0.250596484,-0.160104203,-1.047913822,-0.709992842,-0.197149396,-1.151113274,2,2
90,1.025259916,1.326540611,0.854274745,1.491667044,-0.49817133,-0.240542318,1.027976851,1.220751836,-0.04937441,-0.453141272,-1.159055182,0.439952049,-1.623192952,-0.587883858,0.407721677,0.859100486,0,0
91,-0.948616002,-1.240349993,-1.222690019,-1.177570808,-0.571160073,-0.328879348,-0.947752028,-1.247586878,-0.492515968,0.088187574,0.657609833,0.524659644,1.748217233,1.359220666,0.495340424,0.904099483,3,3
92,0.014484029,0.205586926,0.34235027,-0.136010622,0.804337644,0.834060575,0.015107224,0.132907105,1.525062405,-0.189619771,-0.713671467,-0.862715525,-0.024830302,-0.777321533,-0.870187765,-0.432244688,4,4
93,-0.193987006,0.0223796,0.303423162,-0.60639426,1.600082511,1.216171942,-0.192860702,-0.126782786,1.083224393,-0.216799673,-1.155067545,-1.465528878,0.66061351,-0.963322119,-1.417355333,0.090731377,4,4
94,-0.427455467,-0.412846302,-0.240540726,-0.656989935,0.611672797,0.718371716,-0.430552725,-0.438412694,1.00914263,0.479417753,-0.125278617,-0.67417857,0.735516203,-0.349665692,-0.693314966,0.454192423,6,6
95,4.434902074,3.598618528,3.343245719,4.104137707,-0.060924113,0.211050226,4.413299701,3.882759632,0.53143,0.353155148,-0.058285337,-0.063934717,-2.881656944,-1.503351321,-0.102072459,-0.371514055,1,1
96,-0.440653289,-0.543944682,-0.513660028,-0.370916693,-0.38685135,-0.113671545,-0.445230048,-0.456788079,0.088908454,0.719667332,0.852432057,0.303450076,0.281649524,0.318905289,0.267690179,0.436901342,3,3
97,-0.006557461,0.279573602,0.698717889,-0.5476851,2.253941077,1.446974019,-0.013743624,0.107394,1.217290697,0.736113808,-1.348643418,-1.899326174,0.555015493,-1.263411253,-1.793809466,0.423371801,4,4
98,-0.592854537,-0.743578974,-0.668437879,-0.648100994,-0.26316817,0.017183744,-0.596033663,-0.675467918,-0.510866727,0.626320854,0.874129905,0.175019394,0.715386885,0.415551615,0.137247618,0.628771464,3,3
99,-0.225498086,-0.245963272,-0.200823314,-0.141880941,-0.149192924,0.129297105,-0.23104861,-0.167463379,1.204941437,0.685815195,0.548388629,0.045435696,-0.035408721,-0.076479168,0.006920237,0.290887008,6,6
100,-0.473119251,-0.499839215,-0.363605353,-0.640582151,0.335312467,0.531664947,-0.467531518,-0.502371287,0.841035319,-0.865202281,0.103602164,-0.438022427,0.720896848,-0.155560759,-0.467910668,-0.008818417,6,6
101,-0.366138451,-0.485274284,-0.738677472,0.175966857,-1.464490193,-1.914706832,-0.372011366,-0.354169637,0.513649624,0.848930233,1.154512641,1.6823953,-0.437403731,1.311176934,1.748200506,0.659438637,5,5
102,-0.173218339,-0.108522777,-0.0518546,-0.187201109,0.18367466,0.417150695,-0.17690709,-0.100187223,0.103944382,0.405198748,-0.042535149,-0.276152238,0.015684548,-0.321203973,-0.310931606,0.670635081,6,6
103,-0.309664046,-0.427971244,-0.680377976,0.268174927,-1.465837097,-1.918152578,-0.313671527,-0.278149708,1.089298441,0.532390497,1.249254304,1.681398268,-0.539363311,1.230655391,1.747077169,0.566184796,5,5
104,0.539873324,0.8173887,0.818994488,0.559158788,0.539590052,0.672180024,0.551450861,0.727955666,0.933500377,-1.240024824,-0.976148556,-0.666896909,-0.795088533,-0.935900924,-0.68642893,-1.619215614,2,2
105,-0.396046695,-0.546450728,-0.697445253,0.011408204,-1.213074587,-1.3438549,-0.403078926,-0.395031966,0.830609659,1.053235707,1.381827552,1.333198373,-0.247900018,1.059492358,1.359450402,0.941735949,5,5
106,0.10301516,0.360779743,0.629266341,-0.238538363,1.498555631,1.174518014,0.101760526,0.238673339,0.546936912,0.004763185,-1.061229261,-1.386798059,0.095652151,-1.082002405,-1.347479513,0.29788676,4,4
107,0.383545625,0.495914863,0.373659926,0.682989368,-0.290732295,-0.011115069,0.375893958,0.55856034,-0.438846956,0.562225431,0.009794123,0.204123221,-0.963101175,-0.409153523,0.166696158,0.614592173,2,0
108,-0.361841485,-0.341333004,-0.258700393,-0.445860399,0.210764486,0.438300697,-0.360927804,-0.348333802,0.835354674,-0.153918789,-0.025683406,-0.320129817,0.405846658,-0.187770047,-0.353779796,0.019937756,6,6
109,-0.78543362,-1.029291494,-1.035365748,-0.818380032,-0.748669128,-0.562921036,-0.786704515,-0.972841577,-0.436953164,0.439492711,1.05848489,0.727646149,1.016025176,1.184838718,0.707549561,0.687110596,3,3
110,-0.540165555,-0.605751138,-0.620439073,-0.528941248,-0.354539222,-0.07850446,-0.542127248,-0.598293784,1.10270235,0.375114683,0.253874836,0.24982535,0.542063756,0.401840179,0.213071099,-0.192157053,6,6
111,-0.751671748,-0.959369558,-0.970595452,-0.781790054,-0.669851296,-0.455442615,-0.752110367,-0.918803319,-0.63929529,0.242064827,0.836475225,0.625692251,0.956487434,1.030730229,0.600567148,0.425338456,3,3
112,-0.319622093,-0.365665446,-0.323132041,-0.262178485,-0.194209639,0.08593218,-0.32542682,-0.291448879,-0.743455939,0.797063234,0.604603905,0.105041039,0.1173294,0.050661259,0.066707193,0.73351307,6,6
113,-0.432605005,-0.556241572,-0.600347692,-0.234835546,-0.736463329,-0.545883009,-0.439553921,-0.445571932,-0.190378475,1.081548178,1.055744764,0.710194648,0.082818326,0.61201787,0.689180597,0.595496588,5,3
114,-0.039296246,0.077769272,0.222822991,-0.13821036,0.596190681,0.70859061,-0.040008307,0.067399817,0.335639322,-0.020444488,-0.260900134,-0.682590738,-0.023732742,-0.648867024,-0.701264991,-0.360566106,6,6
115,-0.309391223,-0.322063987,-0.266920425,-0.298230294,-0.037383102,0.232152249,-0.312731103,-0.27778597,-0.246074641,0.437257832,0.346148796,-0.062609982,0.173939724,-0.07033,-0.100757814,0.517888956,6,6
116,-0.202103496,0.155844023,0.421708504,-0.735193845,2.117393196,1.403550104,-0.199410079,-0.137222893,0.234344828,-0.421840952,-2.074728414,-1.820681191,0.884040509,-1.131115192,-1.726634992,0.035146294,4,4
117,-0.292407978,-0.297120201,-0.207454151,-0.317056716,0.101225943,0.350811943,-0.294695125,-0.255208029,-0.69204497,0.278970261,0.311808592,-0.208389834,0.208412676,-0.179759682,-0.244618127,0.234130223,6,6
118,0.391559807,0.698419207,0.600717787,0.430685257,0.378836403,0.56286306,0.398799986,0.567388498,-1.055512314,-0.876187843,-1.181663969,-0.46240528,-0.713473705,-0.769574656,-0.491382059,0.567536284,0,0
119,0.951631752,1.146796014,1.233936013,0.944974998,0.6353069,0.733158509,0.947301955,1.148880411,1.037836519,0.088844626,-0.57308378,-0.745622623,-1.154998598,-1.12094322,-0.760660836,-1.43480307,2,2
120,-0.970510064,-1.306575862,-1.286741477,-1.17088889,-0.731622109,-0.539166021,-0.968877969,-1.286369365,0.116540949,-0.091157856,1.013692065,0.700148351,1.747898958,1.584021092,0.678616778,0.454209829,3,3
121,-0.578804142,-0.753859827,-0.894091735,-0.290726116,-1.200337677,-1.318278733,-0.58243111,-0.654727357,0.191391569,0.691266668,1.15376767,1.299747376,0.165571496,1.312383607,1.322702886,0.429293065,5,5
122,-0.796687577,-0.932531071,-0.970444889,-0.919240746,-0.448740406,-0.18308008,-0.786469409,-0.991051834,0.680038696,-1.942496478,-0.083188937,0.332614832,1.258138174,0.863643706,0.297488614,-0.911131679,3,3
123,0.879845145,1.087920278,0.799430123,1.264253864,-0.338050314,-0.060832193,0.871597868,1.077877858,-0.308773843,0.414419152,-0.6195015,0.249496414,-1.449130433,-0.625633104,0.21273674,0.415640766,0,0
